"Diplomas and Completion"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Dropout Count","Dropout Rate","Advanced Diplomas","Standard Count","Other Diplomas Count","GED ISAEP","Standard and Other Diplomas Count","GED Other Non-Graduation Count","Other Non-Graduation Count"
2019,DIV,"Culpeper County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Culpeper County Public Schools",Male,339,26,7.7,141,160,2,4,6,10,162
2019,DIV,"Culpeper County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Culpeper County Public Schools","Multiple Races",30,1,3.3,16,13,0,0,0,0,13
2019,DIV,"Culpeper County Public Schools","Students with Disabilities",50,2,4,3,41,3,0,1,1,44
2019,DIV,"Culpeper County Public Schools",White,367,10,2.7,186,158,1,5,7,12,159
2019,DIV,"Cumberland County Public Schools","All Students",108,4,3.7,56,42,3,0,3,3,45
2019,DIV,"Cumberland County Public Schools",Black,42,0,0,21,17,2,0,2,2,19
2019,DIV,"Cumberland County Public Schools","Economically Disadvantaged",72,4,5.6,34,30,2,0,2,2,32
2019,DIV,"Cumberland County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Cumberland County Public Schools",Female,50,1,2,32,15,2,0,0,0,17
2019,DIV,"Cumberland County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Cumberland County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Cumberland County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Cumberland County Public Schools",Male,58,3,5.2,24,27,1,0,3,3,28
2019,DIV,"Cumberland County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Cumberland County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Cumberland County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Cumberland County Public Schools","Students with Disabilities",13,2,15.4,2,6,3,0,0,0,9
2019,DIV,"Cumberland County Public Schools",White,56,3,5.4,33,18,1,0,1,1,19
2019,DIV,"Danville City Public Schools","All Students",393,36,9.2,104,195,20,8,30,38,215
2019,DIV,"Danville City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Danville City Public Schools",Asian,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Danville City Public Schools",Black,256,27,10.5,48,139,15,4,23,27,154
2019,DIV,"Danville City Public Schools","Economically Disadvantaged",192,18,9.4,33,108,11,4,18,22,119
2019,DIV,"Danville City Public Schools","English Learners",19,3,15.8,1,13,1,0,1,1,14
2019,DIV,"Danville City Public Schools",Female,185,12,6.5,63,89,5,2,14,16,94
2019,DIV,"Danville City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Danville City Public Schools",Hispanic,37,3,8.1,10,22,1,0,1,1,23
2019,DIV,"Danville City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Danville City Public Schools",Male,208,24,11.5,41,106,15,6,16,22,121
2019,DIV,"Danville City Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Danville City Public Schools","Students with Disabilities",76,9,11.8,3,37,20,1,6,7,57
2019,DIV,"Danville City Public Schools",White,86,4,4.7,40,30,4,3,5,8,34
2019,DIV,"Department of Juvenile Justice","All Students",52,12,23.1,0,22,1,17,0,17,23
2019,DIV,"Department of Juvenile Justice",Asian,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Department of Juvenile Justice",Black,35,7,20,0,16,1,11,0,11,17
2019,DIV,"Department of Juvenile Justice","Economically Disadvantaged",45,12,26.7,0,15,1,17,0,17,16
2019,DIV,"Department of Juvenile Justice","English Learners",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Department of Juvenile Justice",Female,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Department of Juvenile Justice",Hispanic,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Department of Juvenile Justice",Male,48,12,25,0,21,1,14,0,14,22
2019,DIV,"Department of Juvenile Justice","Students with Disabilities",19,4,21.1,0,8,1,6,0,6,9
2019,DIV,"Department of Juvenile Justice",White,11,2,18.2,0,4,0,5,0,5,4
2019,DIV,"Dickenson County Public Schools","All Students",145,4,2.8,49,86,3,2,1,3,89
2019,DIV,"Dickenson County Public Schools","Economically Disadvantaged",86,2,2.3,19,60,2,2,1,3,62
2019,DIV,"Dickenson County Public Schools",Female,75,2,2.7,30,41,0,1,1,2,41
2019,DIV,"Dickenson County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Dickenson County Public Schools",Male,70,2,2.9,19,45,3,1,0,1,48
2019,DIV,"Dickenson County Public Schools","Students with Disabilities",23,1,4.3,1,18,3,0,0,0,21
2019,DIV,"Dickenson County Public Schools",White,143,4,2.8,48,85,3,2,1,3,88
2019,DIV,"Dinwiddie County Public Schools","All Students",351,16,4.6,141,164,14,8,8,16,178
2019,DIV,"Dinwiddie County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools",Black,132,5,3.8,47,71,3,4,2,6,74
2019,DIV,"Dinwiddie County Public Schools","Economically Disadvantaged",163,10,6.1,49,85,11,4,4,8,96
2019,DIV,"Dinwiddie County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools",Female,165,7,4.2,91,59,2,4,2,6,61
2019,DIV,"Dinwiddie County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools",Hispanic,18,1,5.6,12,3,1,0,1,1,4
2019,DIV,"Dinwiddie County Public Schools",Male,186,9,4.8,50,105,12,4,6,10,117
2019,DIV,"Dinwiddie County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools","Students with Disabilities",54,1,1.9,1,34,14,0,4,4,48
2019,DIV,"Dinwiddie County Public Schools",White,186,10,5.4,75,85,9,3,4,7,94
2019,DIV,"Essex County Public Schools","All Students",97,4,4.1,44,43,6,0,0,0,49
2019,DIV,"Essex County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Essex County Public Schools",Black,44,3,6.8,12,26,3,0,0,0,29
2019,DIV,"Essex County Public Schools","Economically Disadvantaged",57,4,7,20,28,5,0,0,0,33
2019,DIV,"Essex County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Essex County Public Schools",Female,46,1,2.2,26,17,2,0,0,0,19
2019,DIV,"Essex County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Essex County Public Schools",Male,51,3,5.9,18,26,4,0,0,0,30
2019,DIV,"Essex County Public Schools","Multiple Races",10,0,0,4,5,1,0,0,0,6
2019,DIV,"Essex County Public Schools","Students with Disabilities",17,3,17.6,0,8,6,0,0,0,14
2019,DIV,"Essex County Public Schools",White,37,1,2.7,25,10,1,0,0,0,11
2019,DIV,"Fairfax County Public Schools","All Students",14815,919,6.2,9066,4501,215,26,88,114,4716
2019,DIV,"Fairfax County Public Schools","American Indian",35,1,2.9,18,16,0,0,0,0,16
2019,DIV,"Fairfax County Public Schools",Asian,3098,36,1.2,2448,560,38,3,13,16,598
2019,DIV,"Fairfax County Public Schools",Black,1496,42,2.8,715,684,35,3,17,20,719
2019,DIV,"Fairfax County Public Schools","Economically Disadvantaged",4103,356,8.7,1529,2077,82,11,48,59,2159
2019,DIV,"Fairfax County Public Schools","English Learners",2987,797,26.7,442,1628,97,3,0,23,1725
2019,DIV,"Fairfax County Public Schools",Female,7047,319,4.5,4702,1913,71,12,30,42,1984
2019,DIV,"Fairfax County Public Schools","Foster Care",20,6,30,2,11,0,0,1,1,11
2019,DIV,"Fairfax County Public Schools",Hispanic,3957,780,19.7,1294,1780,59,9,35,44,1839
2019,DIV,"Fairfax County Public Schools",Homeless,201,94,46.8,12,87,3,1,4,5,90
2019,DIV,"Fairfax County Public Schools",Male,7768,600,7.7,4364,2588,144,14,58,72,2732
2019,DIV,"Fairfax County Public Schools","Military Connected",485,3,.6,311,164,7,0,0,0,171
2019,DIV,"Fairfax County Public Schools","Multiple Races",697,13,1.9,488,183,9,0,4,4,192
2019,DIV,"Fairfax County Public Schools","Native Hawaiian",17,0,0,10,4,2,0,1,1,6
2019,DIV,"Fairfax County Public Schools","Students with Disabilities",1890,88,4.7,325,1252,215,7,3,10,1467
2019,DIV,"Fairfax County Public Schools",White,5515,47,.9,4093,1274,72,11,18,29,1346
2019,DIV,"Falls Church City Public Schools","All Students",193,4,2.1,132,52,0,1,4,5,52
2019,DIV,"Falls Church City Public Schools",Asian,18,0,0,15,3,0,0,0,0,3
2019,DIV,"Falls Church City Public Schools",Black,11,0,0,2,8,0,0,1,1,8
2019,DIV,"Falls Church City Public Schools","Economically Disadvantaged",18,1,5.6,8,6,0,1,2,3,6
2019,DIV,"Falls Church City Public Schools","English Learners",14,2,14.3,4,5,0,1,2,3,5
2019,DIV,"Falls Church City Public Schools",Female,96,3,3.1,71,19,0,1,2,3,19
2019,DIV,"Falls Church City Public Schools",Hispanic,34,2,5.9,16,13,0,1,2,3,13
2019,DIV,"Falls Church City Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Falls Church City Public Schools",Male,97,1,1,61,33,0,0,2,2,33
2019,DIV,"Falls Church City Public Schools","Military Connected",12,1,8.3,7,4,0,0,0,0,4
2019,DIV,"Falls Church City Public Schools","Multiple Races",18,0,0,12,6,0,0,0,0,6
2019,DIV,"Falls Church City Public Schools","Students with Disabilities",33,0,0,10,22,0,0,1,1,22
2019,DIV,"Falls Church City Public Schools",White,112,2,1.8,87,22,0,0,1,1,22
2019,DIV,"Fauquier County Public Schools","All Students",983,15,1.5,511,396,31,11,19,30,427
2019,DIV,"Fauquier County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fauquier County Public Schools",Asian,15,0,0,12,3,0,0,0,0,3
2019,DIV,"Fauquier County Public Schools",Black,81,1,1.2,17,54,6,1,2,3,60
2019,DIV,"Fauquier County Public Schools","Economically Disadvantaged",239,8,3.3,69,133,16,8,5,13,149
2019,DIV,"Fauquier County Public Schools","English Learners",42,7,16.7,3,25,0,0,7,7,25
2019,DIV,"Fauquier County Public Schools",Female,496,4,.8,293,173,12,5,9,14,185
2019,DIV,"Fauquier County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fauquier County Public Schools",Hispanic,153,7,4.6,72,65,6,2,1,3,71
2019,DIV,"Fauquier County Public Schools",Homeless,19,1,5.3,2,12,2,1,1,2,14
2019,DIV,"Fauquier County Public Schools",Male,487,11,2.3,218,223,19,6,10,16,242
2019,DIV,"Fauquier County Public Schools","Military Connected",13,0,0,10,3,0,0,0,0,3
2019,DIV,"Fauquier County Public Schools","Multiple Races",32,1,3.1,10,17,1,3,0,3,18
2019,DIV,"Fauquier County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fauquier County Public Schools","Students with Disabilities",153,5,3.3,7,109,31,0,1,1,140
2019,DIV,"Fauquier County Public Schools",White,698,6,.9,400,253,18,5,16,21,271
2019,DIV,"Floyd County Public Schools","All Students",152,3,2,81,66,2,0,0,0,68
2019,DIV,"Floyd County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Floyd County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Floyd County Public Schools","Economically Disadvantaged",69,2,2.9,28,38,1,0,0,0,39
2019,DIV,"Floyd County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Floyd County Public Schools",Female,73,1,1.4,48,24,0,0,0,0,24
2019,DIV,"Floyd County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Floyd County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Floyd County Public Schools",Male,79,2,2.5,33,42,2,0,0,0,44
2019,DIV,"Floyd County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Floyd County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Floyd County Public Schools","Students with Disabilities",20,2,10,0,16,2,0,0,0,18
2019,DIV,"Floyd County Public Schools",White,138,3,2.2,75,58,2,0,0,0,60
2019,DIV,"Fluvanna County Public Schools","All Students",293,6,2,158,114,8,0,7,7,122
2019,DIV,"Fluvanna County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fluvanna County Public Schools",Black,49,2,4.1,13,28,3,0,3,3,31
2019,DIV,"Fluvanna County Public Schools","Economically Disadvantaged",97,3,3.1,30,53,5,0,6,6,58
2019,DIV,"Fluvanna County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fluvanna County Public Schools",Female,146,0,0,94,48,3,0,1,1,51
2019,DIV,"Fluvanna County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Fluvanna County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fluvanna County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fluvanna County Public Schools",Male,147,6,4.1,64,66,5,0,6,6,71
2019,DIV,"Fluvanna County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fluvanna County Public Schools","Multiple Races",12,0,0,4,8,0,0,0,0,8
2019,DIV,"Fluvanna County Public Schools","Students with Disabilities",42,3,7.1,2,28,8,0,0,1,36
2019,DIV,"Fluvanna County Public Schools",White,222,4,1.8,134,75,5,0,4,4,80
2019,DIV,"Franklin City Public Schools","All Students",70,7,10,35,25,3,0,0,0,28
2019,DIV,"Franklin City Public Schools",Black,57,7,12.3,24,24,2,0,0,0,26
2019,DIV,"Franklin City Public Schools","Economically Disadvantaged",46,6,13,25,13,2,0,0,0,15
2019,DIV,"Franklin City Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Franklin City Public Schools",Female,34,2,5.9,22,9,1,0,0,0,10
2019,DIV,"Franklin City Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Franklin City Public Schools",Male,36,5,13.9,13,16,2,0,0,0,18
2019,DIV,"Franklin City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Franklin City Public Schools","Students with Disabilities",13,5,38.5,0,5,3,0,0,0,8
2019,DIV,"Franklin City Public Schools",White,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Franklin County Public Schools","All Students",513,33,6.4,255,211,11,0,3,3,222
2019,DIV,"Franklin County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Franklin County Public Schools",Black,40,3,7.5,18,17,2,0,0,0,19
2019,DIV,"Franklin County Public Schools","Economically Disadvantaged",207,17,8.2,65,116,7,0,2,2,123
2019,DIV,"Franklin County Public Schools","English Learners",11,3,27.3,4,4,0,0,0,0,4
2019,DIV,"Franklin County Public Schools",Female,234,12,5.1,151,67,4,0,0,0,71
2019,DIV,"Franklin County Public Schools","Foster Care",10,3,30,0,6,1,0,0,0,7
2019,DIV,"Franklin County Public Schools",Hispanic,34,3,8.8,15,16,0,0,0,0,16
2019,DIV,"Franklin County Public Schools",Male,279,21,7.5,104,144,7,0,3,3,151
2019,DIV,"Franklin County Public Schools","Military Connected",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Franklin County Public Schools","Multiple Races",18,0,0,8,9,0,0,1,1,9
2019,DIV,"Franklin County Public Schools","Students with Disabilities",80,11,13.8,4,54,11,0,0,0,65
2019,DIV,"Franklin County Public Schools",White,418,27,6.5,211,169,9,0,2,2,178
2019,DIV,"Frederick County Public Schools","All Students",1045,51,4.9,536,416,23,1,18,19,439
2019,DIV,"Frederick County Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Frederick County Public Schools",Asian,19,0,0,11,8,0,0,0,0,8
2019,DIV,"Frederick County Public Schools",Black,48,2,4.2,20,19,5,0,2,2,24
2019,DIV,"Frederick County Public Schools","Economically Disadvantaged",316,18,5.7,109,168,10,1,10,11,178
2019,DIV,"Frederick County Public Schools","English Learners",69,25,36.2,7,35,1,0,1,1,36
2019,DIV,"Frederick County Public Schools",Female,519,23,4.4,295,185,9,0,7,7,194
2019,DIV,"Frederick County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Frederick County Public Schools",Hispanic,189,29,15.3,79,73,3,0,5,5,76
2019,DIV,"Frederick County Public Schools",Homeless,14,0,0,2,10,1,0,1,1,11
2019,DIV,"Frederick County Public Schools",Male,526,28,5.3,241,231,14,1,11,12,245
2019,DIV,"Frederick County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Frederick County Public Schools","Multiple Races",39,0,0,20,17,0,1,1,2,17
2019,DIV,"Frederick County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Frederick County Public Schools","Students with Disabilities",126,9,7.1,3,90,23,0,1,1,113
2019,DIV,"Frederick County Public Schools",White,746,19,2.5,404,299,15,0,9,9,314
2019,DIV,"Fredericksburg City Public Schools","All Students",288,32,11.1,122,108,10,8,8,16,118
2019,DIV,"Fredericksburg City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fredericksburg City Public Schools",Asian,11,0,0,9,2,0,0,0,0,2
2019,DIV,"Fredericksburg City Public Schools",Black,102,7,6.9,31,54,5,2,3,5,59
2019,DIV,"Fredericksburg City Public Schools","Economically Disadvantaged",135,19,14.1,34,64,9,4,5,9,73
2019,DIV,"Fredericksburg City Public Schools","English Learners",42,21,50,5,13,0,2,0,3,13
2019,DIV,"Fredericksburg City Public Schools",Female,145,20,13.8,68,49,4,1,3,4,53
2019,DIV,"Fredericksburg City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Fredericksburg City Public Schools",Hispanic,69,22,31.9,23,16,1,3,4,7,17
2019,DIV,"Fredericksburg City Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Fredericksburg City Public Schools",Male,143,12,8.4,54,59,6,7,5,12,65
2019,DIV,"Fredericksburg City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fredericksburg City Public Schools","Multiple Races",12,2,16.7,5,5,0,0,0,0,5
2019,DIV,"Fredericksburg City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Fredericksburg City Public Schools","Students with Disabilities",37,4,10.8,1,21,10,1,0,1,31
2019,DIV,"Fredericksburg City Public Schools",White,92,1,1.1,54,29,4,3,1,4,33
2019,DIV,"Galax City Public Schools","All Students",96,5,5.2,35,51,1,4,0,4,52
2019,DIV,"Galax City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Galax City Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Galax City Public Schools",Black,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Galax City Public Schools","Economically Disadvantaged",60,5,8.3,15,35,1,4,0,4,36
2019,DIV,"Galax City Public Schools","English Learners",19,3,15.8,5,11,0,0,0,0,11
2019,DIV,"Galax City Public Schools",Female,47,2,4.3,22,21,1,1,0,1,22
2019,DIV,"Galax City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Galax City Public Schools",Hispanic,31,4,12.9,9,17,0,1,0,1,17
2019,DIV,"Galax City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Galax City Public Schools",Male,49,3,6.1,13,30,0,3,0,3,30
2019,DIV,"Galax City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Galax City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Galax City Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Galax City Public Schools",White,54,0,0,24,27,1,2,0,2,28
2019,DIV,"Giles County Public Schools","All Students",184,8,4.3,35,125,7,8,1,9,132
2019,DIV,"Giles County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Giles County Public Schools","Economically Disadvantaged",83,6,7.2,3,62,5,6,1,7,67
2019,DIV,"Giles County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Giles County Public Schools",Female,82,3,3.7,21,56,0,2,0,2,56
2019,DIV,"Giles County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Giles County Public Schools",Male,102,5,4.9,14,69,7,6,1,7,76
2019,DIV,"Giles County Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Giles County Public Schools","Students with Disabilities",23,1,4.3,0,15,7,0,0,0,22
2019,DIV,"Giles County Public Schools",White,174,7,4,34,117,7,8,1,9,124
2019,DIV,"Gloucester County Public Schools","All Students",438,15,3.4,195,196,15,9,8,17,211
2019,DIV,"Gloucester County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Gloucester County Public Schools",Black,29,0,0,11,13,5,0,0,0,18
2019,DIV,"Gloucester County Public Schools","Economically Disadvantaged",185,9,4.9,57,100,7,6,6,12,107
2019,DIV,"Gloucester County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Gloucester County Public Schools",Female,205,7,3.4,115,70,4,5,4,9,74
2019,DIV,"Gloucester County Public Schools",Hispanic,23,1,4.3,7,13,1,0,1,1,14
2019,DIV,"Gloucester County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Gloucester County Public Schools",Male,233,8,3.4,80,126,11,4,4,8,137
2019,DIV,"Gloucester County Public Schools","Military Connected",31,0,0,15,15,1,0,0,0,16
2019,DIV,"Gloucester County Public Schools","Multiple Races",20,2,10,12,4,1,1,0,1,5
2019,DIV,"Gloucester County Public Schools","Students with Disabilities",51,6,11.8,1,28,15,1,0,1,43
2019,DIV,"Gloucester County Public Schools",White,365,12,3.3,164,166,8,8,7,15,174
2019,DIV,"Goochland County Public Schools","All Students",212,3,1.4,154,47,7,0,1,1,54
2019,DIV,"Goochland County Public Schools",Black,40,1,2.5,21,14,4,0,0,0,18
2019,DIV,"Goochland County Public Schools","Economically Disadvantaged",28,2,7.1,11,11,3,0,1,1,14
2019,DIV,"Goochland County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Goochland County Public Schools",Female,108,1,.9,85,21,1,0,0,0,22
2019,DIV,"Goochland County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Goochland County Public Schools",Hispanic,13,2,15.4,6,5,0,0,0,0,5
2019,DIV,"Goochland County Public Schools",Male,104,2,1.9,69,26,6,0,1,1,32
2019,DIV,"Goochland County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Goochland County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Goochland County Public Schools","Students with Disabilities",22,0,0,5,10,7,0,0,0,17
2019,DIV,"Goochland County Public Schools",White,152,0,0,125,25,2,0,0,0,27
2019,DIV,"Grayson County Public Schools","All Students",116,0,0,51,61,3,1,0,1,64
2019,DIV,"Grayson County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Grayson County Public Schools","Economically Disadvantaged",61,0,0,24,35,1,1,0,1,36
2019,DIV,"Grayson County Public Schools",Female,52,0,0,30,21,1,0,0,0,22
2019,DIV,"Grayson County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Grayson County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Grayson County Public Schools",Male,64,0,0,21,40,2,1,0,1,42
2019,DIV,"Grayson County Public Schools","Students with Disabilities",13,0,0,1,9,3,0,0,0,12
2019,DIV,"Grayson County Public Schools",White,106,0,0,48,54,3,1,0,1,57
2019,DIV,"Greene County Public Schools","All Students",230,9,3.9,124,87,6,0,4,4,93
2019,DIV,"Greene County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Greene County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Greene County Public Schools",Black,13,2,15.4,2,8,0,0,1,1,8
2019,DIV,"Greene County Public Schools","Economically Disadvantaged",78,4,5.1,27,43,3,0,1,1,46
2019,DIV,"Greene County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Greene County Public Schools",Female,118,5,4.2,73,36,4,0,0,0,40
2019,DIV,"Greene County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Greene County Public Schools",Hispanic,22,2,9.1,10,10,0,0,0,0,10
2019,DIV,"Greene County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Greene County Public Schools",Male,112,4,3.6,51,51,2,0,4,4,53
2019,DIV,"Greene County Public Schools","Military Connected",10,0,0,6,4,0,0,0,0,4
2019,DIV,"Greene County Public Schools","Multiple Races",14,0,0,5,8,1,0,0,0,9
2019,DIV,"Greene County Public Schools","Students with Disabilities",13,0,0,0,6,6,0,0,1,12
2019,DIV,"Greene County Public Schools",White,173,5,2.9,102,59,4,0,3,3,63
2019,DIV,"Greensville County Public Schools","All Students",160,8,5,59,86,6,1,0,1,92
2019,DIV,"Greensville County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Greensville County Public Schools",Black,109,7,6.4,32,65,5,0,0,0,70
2019,DIV,"Greensville County Public Schools","Economically Disadvantaged",98,3,3.1,29,61,5,0,0,0,66
2019,DIV,"Greensville County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Greensville County Public Schools",Female,86,3,3.5,43,38,2,0,0,0,40
2019,DIV,"Greensville County Public Schools",Hispanic,<,<,<,<,<,<,<,<,<,<
2019,DIV,"Greensville County Public Schools",Male,74,5,6.8,16,48,4,1,0,1,52
2019,DIV,"Greensville County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2019,DIV,"Greensville County Public Schools","Students with Disabilities",26,1,3.8,0,19,6,0,0,0,25
2019,DIV,"Greensville County Public Schools",White,42,0,0,24,16,1,1,0,1,17
2019,DIV,"Halifax County Public Schools","All Students",358,13,3.6,112,208,13,0,12,12,221
2019,DIV,"Halifax County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Halifax County Public Schools",Black,159,6,3.8,34,103,9,0,7,7,112
2019,DIV,"Halifax County Public Schools","Economically Disadvantaged",174,10,5.7,27,120,7,0,10,10,127
2019,DIV,"Halifax County Public Schools","English Learners",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Halifax County Public Schools",Female,197,4,2,73,112,4,0,4,4,116
2019,DIV,"Halifax County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2019,DIV,"Halifax County Public Schools",Hispanic,14,1,7.1,4,8,0,0,1,1,8
2019,DIV,"Halifax County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2019,DIV,"Halifax County Public Schools",Male,161,9,5.6,39,96,9,0,8,8,105
2019,DIV,"Halifax County Public Schools","Multiple Races",10,0,0,3,7,0,0,0,0,7
2019,DIV,"Halifax County Public Schools","Students with Disabilities",55,5,9.1,1,36,13,0,0,0,49
2019,DIV,"Halifax County Public Schools",White,173,6,3.5,69,90,4,0,4,4,94
