"On-time Graduation Rate"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2019,DIV,"Martinsville City Public Schools",Black,82,79,96.3,79,96.3
2019,DIV,"Martinsville City Public Schools","Economically Disadvantaged",80,77,96.3,77,96.3
2019,DIV,"Martinsville City Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Martinsville City Public Schools",Female,67,65,97,65,97
2019,DIV,"Martinsville City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Martinsville City Public Schools",Hispanic,16,15,93.8,15,93.8
2019,DIV,"Martinsville City Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Martinsville City Public Schools",Male,63,58,92.1,59,93.7
2019,DIV,"Martinsville City Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Martinsville City Public Schools","Students with Disabilities",10,10,100,10,100
2019,DIV,"Martinsville City Public Schools",White,26,23,88.5,24,92.3
2019,DIV,"Mathews County Public Schools","All Students",110,104,94.5,105,95.5
2019,DIV,"Mathews County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Mathews County Public Schools",Black,11,11,100,11,100
2019,DIV,"Mathews County Public Schools","Economically Disadvantaged",47,41,87.2,42,89.4
2019,DIV,"Mathews County Public Schools",Female,47,45,95.7,45,95.7
2019,DIV,"Mathews County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Mathews County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Mathews County Public Schools",Male,63,59,93.7,60,95.2
2019,DIV,"Mathews County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Mathews County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Mathews County Public Schools","Students with Disabilities",14,13,92.9,13,92.9
2019,DIV,"Mathews County Public Schools",White,91,86,94.5,87,95.6
2019,DIV,"Mecklenburg County Public Schools","All Students",317,291,91.8,291,91.8
2019,DIV,"Mecklenburg County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Mecklenburg County Public Schools",Black,153,143,93.5,143,93.5
2019,DIV,"Mecklenburg County Public Schools","Economically Disadvantaged",191,178,93.2,178,93.2
2019,DIV,"Mecklenburg County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Mecklenburg County Public Schools",Female,160,150,93.8,150,93.8
2019,DIV,"Mecklenburg County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Mecklenburg County Public Schools",Hispanic,12,11,91.7,11,91.7
2019,DIV,"Mecklenburg County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Mecklenburg County Public Schools",Male,157,141,89.8,141,89.8
2019,DIV,"Mecklenburg County Public Schools","Military Connected",<,<,<,<,<
2019,DIV,"Mecklenburg County Public Schools","Multiple Races",14,14,100,14,100
2019,DIV,"Mecklenburg County Public Schools","Students with Disabilities",39,35,89.7,35,89.7
2019,DIV,"Mecklenburg County Public Schools",White,135,120,88.9,120,88.9
2019,DIV,"Middlesex County Public Schools","All Students",93,86,92.5,86,92.5
2019,DIV,"Middlesex County Public Schools",Black,14,13,92.9,13,92.9
2019,DIV,"Middlesex County Public Schools","Economically Disadvantaged",38,33,86.8,33,86.8
2019,DIV,"Middlesex County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Middlesex County Public Schools",Female,42,40,95.2,40,95.2
2019,DIV,"Middlesex County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Middlesex County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Middlesex County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Middlesex County Public Schools",Male,51,46,90.2,46,90.2
2019,DIV,"Middlesex County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Middlesex County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Middlesex County Public Schools","Students with Disabilities",14,13,92.9,13,92.9
2019,DIV,"Middlesex County Public Schools",White,71,66,93,66,93
2019,DIV,"Montgomery County Public Schools","All Students",685,646,94.3,653,95.3
2019,DIV,"Montgomery County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Montgomery County Public Schools",Asian,31,31,100,31,100
2019,DIV,"Montgomery County Public Schools",Black,30,26,86.7,27,90
2019,DIV,"Montgomery County Public Schools","Economically Disadvantaged",228,197,86.4,204,89.5
2019,DIV,"Montgomery County Public Schools","English Learners",28,22,78.6,22,78.6
2019,DIV,"Montgomery County Public Schools",Female,319,306,95.9,309,96.9
2019,DIV,"Montgomery County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Montgomery County Public Schools",Hispanic,47,38,80.9,38,80.9
2019,DIV,"Montgomery County Public Schools",Homeless,12,7,58.3,7,58.3
2019,DIV,"Montgomery County Public Schools",Male,366,340,92.9,344,94
2019,DIV,"Montgomery County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Montgomery County Public Schools","Multiple Races",28,26,92.9,26,92.9
2019,DIV,"Montgomery County Public Schools","Students with Disabilities",50,45,90,46,92
2019,DIV,"Montgomery County Public Schools",White,548,524,95.6,530,96.7
2019,DIV,"Nelson County Public Schools","All Students",146,129,88.4,139,95.2
2019,DIV,"Nelson County Public Schools",Black,20,18,90,18,90
2019,DIV,"Nelson County Public Schools","Economically Disadvantaged",82,71,86.6,77,93.9
2019,DIV,"Nelson County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Nelson County Public Schools",Female,57,54,94.7,57,100
2019,DIV,"Nelson County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Nelson County Public Schools",Hispanic,10,8,80,9,90
2019,DIV,"Nelson County Public Schools",Male,89,75,84.3,82,92.1
2019,DIV,"Nelson County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Nelson County Public Schools","Students with Disabilities",21,16,76.2,19,90.5
2019,DIV,"Nelson County Public Schools",White,109,98,89.9,107,98.2
2019,DIV,"New Kent County Public Schools","All Students",232,216,93.1,222,95.7
2019,DIV,"New Kent County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"New Kent County Public Schools",Asian,<,<,100,<,100
2019,DIV,"New Kent County Public Schools",Black,30,29,96.7,30,100
2019,DIV,"New Kent County Public Schools","Economically Disadvantaged",56,46,82.1,50,89.3
2019,DIV,"New Kent County Public Schools",Female,116,111,95.7,112,96.6
2019,DIV,"New Kent County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"New Kent County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"New Kent County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"New Kent County Public Schools",Male,116,105,90.5,110,94.8
2019,DIV,"New Kent County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"New Kent County Public Schools","Multiple Races",10,9,90,10,100
2019,DIV,"New Kent County Public Schools","Students with Disabilities",28,25,89.3,27,96.4
2019,DIV,"New Kent County Public Schools",White,176,163,92.6,167,94.9
2019,DIV,"Newport News City Public Schools","All Students",1843,1742,94.5,1787,97
2019,DIV,"Newport News City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Newport News City Public Schools",Asian,55,54,98.2,54,98.2
2019,DIV,"Newport News City Public Schools",Black,1010,957,94.8,982,97.2
2019,DIV,"Newport News City Public Schools","Economically Disadvantaged",883,847,95.9,861,97.5
2019,DIV,"Newport News City Public Schools","English Learners",79,64,81,64,81
2019,DIV,"Newport News City Public Schools",Female,937,899,95.9,912,97.3
2019,DIV,"Newport News City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Newport News City Public Schools",Hispanic,243,219,90.1,225,92.6
2019,DIV,"Newport News City Public Schools",Homeless,30,26,86.7,26,86.7
2019,DIV,"Newport News City Public Schools",Male,906,843,93,875,96.6
2019,DIV,"Newport News City Public Schools","Military Connected",128,123,96.1,126,98.4
2019,DIV,"Newport News City Public Schools","Multiple Races",61,56,91.8,58,95.1
2019,DIV,"Newport News City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Newport News City Public Schools","Students with Disabilities",233,219,94,222,95.3
2019,DIV,"Newport News City Public Schools",White,464,446,96.1,458,98.7
2019,DIV,"Norfolk City Public Schools","All Students",1907,1660,87,1710,89.7
2019,DIV,"Norfolk City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Norfolk City Public Schools",Asian,67,66,98.5,67,100
2019,DIV,"Norfolk City Public Schools",Black,1085,931,85.8,961,88.6
2019,DIV,"Norfolk City Public Schools","Economically Disadvantaged",1096,975,89,997,91
2019,DIV,"Norfolk City Public Schools","English Learners",88,52,59.1,52,59.1
2019,DIV,"Norfolk City Public Schools",Female,973,868,89.2,885,91
2019,DIV,"Norfolk City Public Schools","Foster Care",11,10,90.9,10,90.9
2019,DIV,"Norfolk City Public Schools",Hispanic,179,136,76,139,77.7
2019,DIV,"Norfolk City Public Schools",Homeless,32,24,75,24,75
2019,DIV,"Norfolk City Public Schools",Male,934,792,84.8,825,88.3
2019,DIV,"Norfolk City Public Schools","Military Connected",229,219,95.6,226,98.7
2019,DIV,"Norfolk City Public Schools","Multiple Races",125,108,86.4,115,92
2019,DIV,"Norfolk City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Norfolk City Public Schools","Students with Disabilities",261,233,89.3,236,90.4
2019,DIV,"Norfolk City Public Schools",White,438,406,92.7,415,94.7
2019,DIV,"Northampton County Public Schools","All Students",105,94,89.5,98,93.3
2019,DIV,"Northampton County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Northampton County Public Schools",Black,52,45,86.5,48,92.3
2019,DIV,"Northampton County Public Schools","Economically Disadvantaged",82,71,86.6,75,91.5
2019,DIV,"Northampton County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Northampton County Public Schools",Female,48,45,93.8,45,93.8
2019,DIV,"Northampton County Public Schools",Hispanic,25,21,84,22,88
2019,DIV,"Northampton County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Northampton County Public Schools",Male,57,49,86,53,93
2019,DIV,"Northampton County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Northampton County Public Schools","Students with Disabilities",14,8,57.1,12,85.7
2019,DIV,"Northampton County Public Schools",White,25,25,100,25,100
2019,DIV,"Northumberland County Public Schools","All Students",109,106,97.2,106,97.2
2019,DIV,"Northumberland County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Northumberland County Public Schools",Black,45,43,95.6,43,95.6
2019,DIV,"Northumberland County Public Schools","Economically Disadvantaged",50,48,96,48,96
2019,DIV,"Northumberland County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Northumberland County Public Schools",Female,51,51,100,51,100
2019,DIV,"Northumberland County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Northumberland County Public Schools",Male,58,55,94.8,55,94.8
2019,DIV,"Northumberland County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Northumberland County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Northumberland County Public Schools","Students with Disabilities",27,26,96.3,26,96.3
2019,DIV,"Northumberland County Public Schools",White,56,55,98.2,55,98.2
2019,DIV,"Norton City Public Schools","All Students",50,50,100,50,100
2019,DIV,"Norton City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Norton City Public Schools",Black,<,<,100,<,100
2019,DIV,"Norton City Public Schools","Economically Disadvantaged",35,35,100,35,100
2019,DIV,"Norton City Public Schools",Female,20,20,100,20,100
2019,DIV,"Norton City Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Norton City Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Norton City Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Norton City Public Schools",Male,30,30,100,30,100
2019,DIV,"Norton City Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Norton City Public Schools","Students with Disabilities",<,<,100,<,100
2019,DIV,"Norton City Public Schools",White,37,37,100,37,100
2019,DIV,"Nottoway County Public Schools","All Students",150,135,90,135,90
2019,DIV,"Nottoway County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Nottoway County Public Schools",Black,65,59,90.8,59,90.8
2019,DIV,"Nottoway County Public Schools","Economically Disadvantaged",88,77,87.5,77,87.5
2019,DIV,"Nottoway County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Nottoway County Public Schools",Female,75,74,98.7,74,98.7
2019,DIV,"Nottoway County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Nottoway County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Nottoway County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Nottoway County Public Schools",Male,75,61,81.3,61,81.3
2019,DIV,"Nottoway County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Nottoway County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Nottoway County Public Schools","Students with Disabilities",17,15,88.2,15,88.2
2019,DIV,"Nottoway County Public Schools",White,70,66,94.3,66,94.3
2019,DIV,"Orange County Public Schools","All Students",402,382,95,391,97.3
2019,DIV,"Orange County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Orange County Public Schools",Black,54,52,96.3,53,98.1
2019,DIV,"Orange County Public Schools","Economically Disadvantaged",169,154,91.1,161,95.3
2019,DIV,"Orange County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Orange County Public Schools",Female,192,184,95.8,188,97.9
2019,DIV,"Orange County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Orange County Public Schools",Hispanic,43,39,90.7,40,93
2019,DIV,"Orange County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Orange County Public Schools",Male,210,198,94.3,203,96.7
2019,DIV,"Orange County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Orange County Public Schools","Multiple Races",29,25,86.2,27,93.1
2019,DIV,"Orange County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Orange County Public Schools","Students with Disabilities",32,30,93.8,30,93.8
2019,DIV,"Orange County Public Schools",White,270,260,96.3,265,98.1
2019,DIV,"Page County Public Schools","All Students",263,260,98.9,261,99.2
2019,DIV,"Page County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Page County Public Schools",Black,<,<,100,<,100
2019,DIV,"Page County Public Schools","Economically Disadvantaged",148,146,98.6,147,99.3
2019,DIV,"Page County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Page County Public Schools",Female,119,119,100,119,100
2019,DIV,"Page County Public Schools",Hispanic,14,13,92.9,13,92.9
2019,DIV,"Page County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Page County Public Schools",Male,144,141,97.9,142,98.6
2019,DIV,"Page County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Page County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Page County Public Schools","Students with Disabilities",12,12,100,12,100
2019,DIV,"Page County Public Schools",White,238,236,99.2,237,99.6
2019,DIV,"Patrick County Public Schools","All Students",152,141,92.8,146,96.1
2019,DIV,"Patrick County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Patrick County Public Schools",Black,10,10,100,10,100
2019,DIV,"Patrick County Public Schools","Economically Disadvantaged",74,70,94.6,72,97.3
2019,DIV,"Patrick County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Patrick County Public Schools",Female,72,69,95.8,71,98.6
2019,DIV,"Patrick County Public Schools",Hispanic,15,12,80,13,86.7
2019,DIV,"Patrick County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Patrick County Public Schools",Male,80,72,90,75,93.8
2019,DIV,"Patrick County Public Schools","Military Connected",<,<,<,<,<
2019,DIV,"Patrick County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Patrick County Public Schools","Students with Disabilities",16,16,100,16,100
2019,DIV,"Patrick County Public Schools",White,117,110,94,114,97.4
2019,DIV,"Petersburg City Public Schools","All Students",275,238,86.5,239,86.9
2019,DIV,"Petersburg City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Petersburg City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Petersburg City Public Schools",Black,245,219,89.4,219,89.4
2019,DIV,"Petersburg City Public Schools","Economically Disadvantaged",204,178,87.3,178,87.3
2019,DIV,"Petersburg City Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Petersburg City Public Schools",Female,141,127,90.1,127,90.1
2019,DIV,"Petersburg City Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Petersburg City Public Schools",Hispanic,15,9,60,9,60
2019,DIV,"Petersburg City Public Schools",Homeless,26,20,76.9,20,76.9
2019,DIV,"Petersburg City Public Schools",Male,134,111,82.8,112,83.6
2019,DIV,"Petersburg City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Petersburg City Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Petersburg City Public Schools","Students with Disabilities",39,37,94.9,37,94.9
2019,DIV,"Petersburg City Public Schools",White,11,7,63.6,8,72.7
2019,DIV,"Pittsylvania County Public Schools","All Students",736,657,89.3,659,89.5
2019,DIV,"Pittsylvania County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Pittsylvania County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Pittsylvania County Public Schools",Black,170,156,91.8,156,91.8
2019,DIV,"Pittsylvania County Public Schools","Economically Disadvantaged",413,350,84.7,352,85.2
2019,DIV,"Pittsylvania County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Pittsylvania County Public Schools",Female,350,319,91.1,319,91.1
2019,DIV,"Pittsylvania County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Pittsylvania County Public Schools",Hispanic,28,24,85.7,24,85.7
2019,DIV,"Pittsylvania County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Pittsylvania County Public Schools",Male,386,338,87.6,340,88.1
2019,DIV,"Pittsylvania County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Pittsylvania County Public Schools","Multiple Races",14,13,92.9,13,92.9
2019,DIV,"Pittsylvania County Public Schools","Students with Disabilities",113,91,80.5,91,80.5
2019,DIV,"Pittsylvania County Public Schools",White,518,459,88.6,461,89
2019,DIV,"Poquoson City Public Schools","All Students",159,151,95,153,96.2
2019,DIV,"Poquoson City Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Poquoson City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Poquoson City Public Schools","Economically Disadvantaged",20,19,95,19,95
2019,DIV,"Poquoson City Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Poquoson City Public Schools",Female,76,73,96.1,73,96.1
2019,DIV,"Poquoson City Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Poquoson City Public Schools",Male,83,78,94,80,96.4
2019,DIV,"Poquoson City Public Schools","Military Connected",24,24,100,24,100
2019,DIV,"Poquoson City Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Poquoson City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Poquoson City Public Schools","Students with Disabilities",11,10,90.9,10,90.9
2019,DIV,"Poquoson City Public Schools",White,139,133,95.7,134,96.4
2019,DIV,"Portsmouth City Public Schools","All Students",995,893,89.7,910,91.5
2019,DIV,"Portsmouth City Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Portsmouth City Public Schools",Asian,11,9,81.8,9,81.8
2019,DIV,"Portsmouth City Public Schools",Black,714,640,89.6,646,90.5
2019,DIV,"Portsmouth City Public Schools","Economically Disadvantaged",546,506,92.7,511,93.6
2019,DIV,"Portsmouth City Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Portsmouth City Public Schools",Female,497,457,92,463,93.2
2019,DIV,"Portsmouth City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Portsmouth City Public Schools",Hispanic,39,36,92.3,38,97.4
2019,DIV,"Portsmouth City Public Schools",Homeless,16,13,81.3,13,81.3
2019,DIV,"Portsmouth City Public Schools",Male,498,436,87.6,447,89.8
2019,DIV,"Portsmouth City Public Schools","Military Connected",11,10,90.9,10,90.9
2019,DIV,"Portsmouth City Public Schools","Multiple Races",36,35,97.2,35,97.2
2019,DIV,"Portsmouth City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Portsmouth City Public Schools","Students with Disabilities",119,114,95.8,115,96.6
2019,DIV,"Portsmouth City Public Schools",White,188,167,88.8,176,93.6
2019,DIV,"Powhatan County Public Schools","All Students",348,332,95.4,341,98
2019,DIV,"Powhatan County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Powhatan County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Powhatan County Public Schools",Black,24,24,100,24,100
2019,DIV,"Powhatan County Public Schools","Economically Disadvantaged",78,70,89.7,74,94.9
2019,DIV,"Powhatan County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Powhatan County Public Schools",Female,176,173,98.3,175,99.4
2019,DIV,"Powhatan County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Powhatan County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Powhatan County Public Schools",Male,172,159,92.4,166,96.5
2019,DIV,"Powhatan County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Powhatan County Public Schools","Multiple Races",11,10,90.9,10,90.9
2019,DIV,"Powhatan County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Powhatan County Public Schools","Students with Disabilities",42,38,90.5,40,95.2
2019,DIV,"Powhatan County Public Schools",White,298,284,95.3,292,98
2019,DIV,"Prince Edward County Public Schools","All Students",156,134,85.9,135,86.5
2019,DIV,"Prince Edward County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools",Black,86,76,88.4,77,89.5
2019,DIV,"Prince Edward County Public Schools","Economically Disadvantaged",79,73,92.4,74,93.7
2019,DIV,"Prince Edward County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Prince Edward County Public Schools",Female,80,72,90,72,90
2019,DIV,"Prince Edward County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Prince Edward County Public Schools",Male,76,62,81.6,63,82.9
2019,DIV,"Prince Edward County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Prince Edward County Public Schools","Students with Disabilities",25,20,80,20,80
2019,DIV,"Prince Edward County Public Schools",White,59,49,83.1,49,83.1
2019,DIV,"Prince George County Public Schools","All Students",457,426,93.2,430,94.1
2019,DIV,"Prince George County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Prince George County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Prince George County Public Schools",Black,139,128,92.1,129,92.8
2019,DIV,"Prince George County Public Schools","Economically Disadvantaged",174,163,93.7,163,93.7
2019,DIV,"Prince George County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Prince George County Public Schools",Female,235,223,94.9,223,94.9
2019,DIV,"Prince George County Public Schools",Hispanic,53,48,90.6,48,90.6
2019,DIV,"Prince George County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Prince George County Public Schools",Male,222,203,91.4,207,93.2
2019,DIV,"Prince George County Public Schools","Military Connected",110,107,97.3,107,97.3
2019,DIV,"Prince George County Public Schools","Multiple Races",27,27,100,27,100
2019,DIV,"Prince George County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Prince George County Public Schools","Students with Disabilities",62,52,83.9,55,88.7
2019,DIV,"Prince George County Public Schools",White,229,214,93.4,217,94.8
2019,DIV,"Prince William County Public Schools","All Students",7219,6718,93.1,6751,93.5
2019,DIV,"Prince William County Public Schools","American Indian",27,25,92.6,26,96.3
2019,DIV,"Prince William County Public Schools",Asian,656,641,97.7,643,98
2019,DIV,"Prince William County Public Schools",Black,1412,1350,95.6,1352,95.8
2019,DIV,"Prince William County Public Schools","Economically Disadvantaged",2791,2517,90.2,2532,90.7
2019,DIV,"Prince William County Public Schools","English Learners",1134,909,80.2,909,80.2
2019,DIV,"Prince William County Public Schools",Female,3478,3291,94.6,3299,94.9
2019,DIV,"Prince William County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Prince William County Public Schools",Hispanic,2479,2142,86.4,2149,86.7
2019,DIV,"Prince William County Public Schools",Homeless,31,25,80.6,25,80.6
2019,DIV,"Prince William County Public Schools",Male,3741,3427,91.6,3452,92.3
2019,DIV,"Prince William County Public Schools","Military Connected",249,241,96.8,241,96.8
2019,DIV,"Prince William County Public Schools","Multiple Races",427,401,93.9,405,94.8
2019,DIV,"Prince William County Public Schools","Native Hawaiian",18,18,100,18,100
2019,DIV,"Prince William County Public Schools","Students with Disabilities",817,755,92.4,760,93
2019,DIV,"Prince William County Public Schools",White,2200,2141,97.3,2158,98.1
2019,DIV,"Pulaski County Public Schools","All Students",279,263,94.3,266,95.3
2019,DIV,"Pulaski County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Pulaski County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Pulaski County Public Schools",Black,20,18,90,18,90
2019,DIV,"Pulaski County Public Schools","Economically Disadvantaged",143,130,90.9,133,93
2019,DIV,"Pulaski County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Pulaski County Public Schools",Female,138,131,94.9,134,97.1
2019,DIV,"Pulaski County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Pulaski County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Pulaski County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Pulaski County Public Schools",Male,141,132,93.6,132,93.6
2019,DIV,"Pulaski County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Pulaski County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Pulaski County Public Schools","Students with Disabilities",47,40,85.1,41,87.2
2019,DIV,"Pulaski County Public Schools",White,241,229,95,232,96.3
2019,DIV,"Radford City Public Schools","All Students",132,128,97,128,97
2019,DIV,"Radford City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Radford City Public Schools",Black,17,17,100,17,100
2019,DIV,"Radford City Public Schools","Economically Disadvantaged",60,57,95,57,95
2019,DIV,"Radford City Public Schools",Female,65,64,98.5,64,98.5
2019,DIV,"Radford City Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Radford City Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Radford City Public Schools",Male,67,64,95.5,64,95.5
2019,DIV,"Radford City Public Schools","Multiple Races",10,9,90,9,90
2019,DIV,"Radford City Public Schools","Students with Disabilities",16,16,100,16,100
2019,DIV,"Radford City Public Schools",White,96,94,97.9,94,97.9
2019,DIV,"Rappahannock County Public Schools","All Students",57,55,96.5,55,96.5
2019,DIV,"Rappahannock County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Rappahannock County Public Schools",Black,<,<,100,<,100
2019,DIV,"Rappahannock County Public Schools","Economically Disadvantaged",18,17,94.4,17,94.4
2019,DIV,"Rappahannock County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Rappahannock County Public Schools",Female,36,36,100,36,100
2019,DIV,"Rappahannock County Public Schools",Hispanic,<,<,<,<,<
2019,DIV,"Rappahannock County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Rappahannock County Public Schools",Male,21,19,90.5,19,90.5
2019,DIV,"Rappahannock County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Rappahannock County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Rappahannock County Public Schools","Students with Disabilities",<,<,<,<,<
2019,DIV,"Rappahannock County Public Schools",White,48,48,100,48,100
2019,DIV,"Richmond City Public Schools","All Students",1507,1078,71.5,1088,72.2
2019,DIV,"Richmond City Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Richmond City Public Schools",Asian,<,<,<,<,<
2019,DIV,"Richmond City Public Schools",Black,981,792,80.7,801,81.7
2019,DIV,"Richmond City Public Schools","Economically Disadvantaged",812,645,79.4,651,80.2
